Id,SalePrice,Neighborhood,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,Corner,CulDSac,FR2,FR3,Inside,Blmngtn,Blueste,BrDale,BrkSide,ClearCr,CollgCr,Crawfor,Edwards,Gilbert,IDOTRR,MeadowV,Mitchel,NAmes,NPkVill,NWAmes,NoRidge,NridgHt,OldTown,SWISU,Sawyer,SawyerW,Somerst,StoneBr,Timber,Veenker,1Fam,2Fam,Twnhs,1.5Fin,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Gable,Hip,Others,BrkCmn,BrkFace,None,Stone,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010
11,129500,Sawyer,70.0,11200,1,0.0,1,1,1,1,5,5,43,43,1,0.0,3,3,3.0,3.0,0.0,3.0,906,1.0,0,134,1040,1,5,1,1.0,1040,0,0,1040,1,0,1,0,3,1,3,5,0,1.0,1,384,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
12,345000,NridgHt,85.0,11924,1,0.0,0,1,1,1,9,5,1,0,1,286.0,5,3,5.0,3.0,0.0,6.0,998,1.0,0,177,1175,1,5,1,1.0,1182,1142,0,2324,1,0,3,0,4,1,5,11,2,3.0,3,736,3.0,3.0,2,147,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
13,144000,Sawyer,0.0,12968,1,0.0,0,1,1,1,5,6,46,46,1,0.0,3,3,3.0,3.0,0.0,5.0,737,1.0,0,175,912,1,3,1,1.0,912,0,0,912,1,0,1,0,2,1,3,4,0,1.0,1,352,3.0,3.0,2,140,0,0,0,176,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
14,279500,CollgCr,91.0,10652,1,0.0,0,1,1,1,7,5,1,0,1,306.0,4,3,4.0,3.0,2.0,1.0,0,1.0,0,1494,1494,1,5,1,1.0,1494,0,0,1494,0,0,2,0,3,1,4,7,1,2.0,3,840,3.0,3.0,2,160,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
15,157000,NAmes,0.0,10920,1,0.0,0,1,1,1,6,5,48,48,1,212.0,3,3,3.0,3.0,0.0,4.0,733,1.0,0,520,1253,1,3,1,1.0,1253,0,0,1253,1,0,1,1,2,1,3,5,1,2.0,1,352,3.0,3.0,2,0,213,176,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16,132000,BrkSide,51.0,6120,1,0.0,1,1,1,1,7,8,78,6,1,0.0,3,3,3.0,3.0,0.0,1.0,0,1.0,0,832,832,1,5,1,0.0,854,0,0,854,0,0,1,0,2,1,3,5,0,1.0,2,576,3.0,3.0,2,48,112,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
17,149000,NAmes,0.0,11241,1,0.0,0,1,1,1,6,7,40,40,1,180.0,3,3,3.0,3.0,0.0,5.0,578,1.0,0,426,1004,1,5,1,1.0,1004,0,0,1004,1,0,1,0,2,1,3,5,1,3.0,2,480,3.0,3.0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
18,90000,Sawyer,72.0,10791,1,0.0,1,1,1,1,4,5,39,39,1,0.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,3,1,1.0,1296,0,0,1296,0,0,2,0,2,2,3,6,0,1.0,2,516,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
19,159000,SawyerW,66.0,13695,1,0.0,1,1,1,1,5,5,4,4,1,0.0,3,3,3.0,3.0,0.0,6.0,646,1.0,0,468,1114,1,5,1,1.0,1114,0,0,1114,1,0,1,1,3,1,4,6,0,1.0,2,576,3.0,3.0,2,0,102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
20,139000,NAmes,70.0,7560,1,0.0,1,1,1,1,5,6,51,44,1,0.0,3,3,3.0,3.0,0.0,2.0,504,1.0,0,525,1029,1,3,1,1.0,1339,0,0,1339,0,0,1,0,3,1,3,6,0,1.0,1,294,3.0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
21,325300,NridgHt,101.0,14215,1,0.0,0,1,1,1,8,5,1,0,1,380.0,4,3,5.0,3.0,2.0,1.0,0,1.0,0,1158,1158,1,5,1,1.0,1158,1218,0,2376,0,0,3,1,4,1,4,9,1,2.0,3,853,3.0,3.0,2,240,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
22,139400,IDOTRR,57.0,7449,1,1.0,1,0,1,1,7,7,77,57,1,0.0,3,3,3.0,3.0,0.0,1.0,0,1.0,0,637,637,1,5,1,0.0,1108,0,0,1108,0,0,1,0,3,1,4,6,1,1.0,1,280,3.0,3.0,0,0,0,205,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
23,230000,CollgCr,75.0,9742,1,0.0,1,1,1,1,8,5,6,6,1,281.0,4,3,4.0,3.0,0.0,1.0,0,1.0,0,1777,1777,1,5,1,1.0,1795,0,0,1795,0,0,2,0,3,1,4,7,1,2.0,2,534,3.0,3.0,2,171,159,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
24,129900,MeadowV,44.0,4224,1,0.0,1,1,1,1,5,7,31,31,1,0.0,3,3,4.0,3.0,0.0,6.0,840,1.0,0,200,1040,1,3,1,1.0,1060,0,0,1060,1,0,1,0,3,1,3,6,1,1.0,2,572,3.0,3.0,2,100,110,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
25,154000,Sawyer,0.0,8246,1,0.0,0,1,1,1,5,8,42,9,1,0.0,3,4,3.0,3.0,1.0,3.0,188,5.0,668,204,1060,1,5,1,1.0,1060,0,0,1060,1,0,1,0,3,1,4,6,1,1.0,1,270,3.0,3.0,2,406,90,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,256300,NridgHt,110.0,14230,1,0.0,1,1,1,1,8,5,2,2,1,640.0,4,3,4.0,3.0,0.0,1.0,0,1.0,0,1566,1566,1,5,1,1.0,1600,0,0,1600,0,0,2,0,3,1,4,7,1,2.0,3,890,3.0,3.0,2,0,56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27,134800,NAmes,60.0,7200,1,0.0,1,1,1,1,5,7,59,10,1,0.0,3,3,3.0,3.0,1.0,4.0,234,3.0,486,180,900,1,3,1,1.0,900,0,0,900,0,1,1,0,3,1,4,5,0,1.0,2,576,3.0,3.0,2,222,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28,306000,NridgHt,98.0,11478,1,0.0,1,1,1,1,8,5,3,2,1,200.0,4,3,5.0,3.0,0.0,6.0,1218,1.0,0,486,1704,1,5,1,1.0,1704,0,0,1704,1,0,2,0,3,1,4,7,1,2.0,3,772,3.0,3.0,2,0,50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,207500,NAmes,47.0,16321,1,0.0,0,1,1,1,5,6,49,9,1,0.0,3,3,3.0,3.0,3.0,4.0,1277,1.0,0,207,1484,1,3,1,1.0,1600,0,0,1600,1,0,1,0,2,1,3,6,2,2.0,1,319,3.0,3.0,2,288,258,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
30,68500,BrkSide,60.0,6324,1,0.0,0,1,1,1,4,6,81,58,1,0.0,3,3,3.0,3.0,0.0,1.0,0,1.0,0,520,520,1,2,1,1.0,520,0,0,520,0,0,1,0,1,1,2,4,0,1.0,1,240,2.0,3.0,2,49,0,87,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
31,40000,IDOTRR,50.0,8500,1,1.0,1,1,1,1,4,4,88,58,1,0.0,3,2,3.0,3.0,0.0,1.0,0,1.0,0,649,649,1,3,1,1.0,649,668,0,1317,0,0,1,0,3,1,3,6,0,1.0,1,250,3.0,2.0,0,0,54,172,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
32,149350,Sawyer,0.0,8544,1,0.0,0,1,1,1,5,6,42,2,1,0.0,3,3,3.0,3.0,0.0,1.0,0,1.0,0,1228,1228,1,4,1,1.0,1228,0,0,1228,0,0,1,1,3,1,4,6,0,1.0,1,271,3.0,3.0,2,0,65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
33,179900,CollgCr,85.0,11049,1,0.0,1,1,1,1,8,5,1,1,1,0.0,4,3,5.0,3.0,2.0,1.0,0,1.0,0,1234,1234,1,5,1,1.0,1234,0,0,1234,0,0,2,0,3,1,4,7,0,2.0,2,484,3.0,3.0,2,0,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
34,165500,NAmes,70.0,10552,1,0.0,0,1,1,1,5,5,51,51,1,0.0,3,3,3.0,3.0,0.0,3.0,1018,1.0,0,380,1398,1,4,1,1.0,1700,0,0,1700,0,1,1,1,4,1,4,6,1,2.0,2,447,3.0,3.0,2,0,38,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
35,277500,NridgHt,60.0,7313,1,0.0,1,1,1,1,9,5,2,2,1,246.0,5,3,5.0,3.0,0.0,6.0,1153,1.0,0,408,1561,1,5,1,1.0,1561,0,0,1561,1,0,2,0,2,1,5,6,1,3.0,2,556,3.0,3.0,2,203,47,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
36,309000,NridgHt,108.0,13418,1,0.0,1,1,1,1,8,5,2,1,1,132.0,4,3,5.0,3.0,2.0,1.0,0,1.0,0,1117,1117,1,5,1,1.0,1132,1320,0,2452,0,0,3,1,4,1,4,9,1,3.0,3,691,3.0,3.0,2,113,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
37,145000,CollgCr,112.0,10859,1,0.0,1,1,1,1,5,5,15,14,1,0.0,3,3,4.0,3.0,0.0,1.0,0,1.0,0,1097,1097,1,5,1,1.0,1097,0,0,1097,0,0,1,1,3,1,3,6,0,1.0,2,672,3.0,3.0,2,392,64,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
38,153000,NAmes,74.0,8532,1,0.0,1,1,1,1,5,6,55,19,1,650.0,3,3,3.0,3.0,0.0,3.0,1213,1.0,0,84,1297,1,4,1,1.0,1297,0,0,1297,0,1,1,0,3,1,3,5,1,3.0,2,498,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
39,109000,NAmes,68.0,7922,1,0.0,1,1,1,1,5,7,57,3,1,0.0,3,4,3.0,3.0,0.0,6.0,731,1.0,0,326,1057,1,3,1,1.0,1057,0,0,1057,1,0,1,0,3,1,4,5,0,1.0,1,246,3.0,3.0,2,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,82000,Edwards,65.0,6040,1,0.0,1,1,1,1,4,5,53,53,1,0.0,3,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,3,1,0.0,1152,0,0,1152,0,0,2,0,2,2,2,6,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
41,160000,NAmes,84.0,8658,1,0.0,1,1,1,1,6,5,41,41,1,101.0,3,3,3.0,3.0,0.0,3.0,643,1.0,0,445,1088,1,5,1,1.0,1324,0,0,1324,0,0,2,0,3,1,3,6,1,2.0,2,440,3.0,3.0,2,0,138,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
42,170000,Timber,115.0,16905,1,0.0,1,1,1,1,5,6,48,48,1,0.0,3,4,3.0,3.0,3.0,4.0,967,1.0,0,383,1350,1,4,1,1.0,1328,0,0,1328,0,1,1,1,2,1,3,5,2,2.0,1,308,3.0,3.0,1,0,104,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
43,144000,SawyerW,0.0,9180,1,0.0,0,1,1,1,5,7,24,24,1,0.0,3,3,4.0,3.0,2.0,5.0,747,2.0,93,0,840,1,4,1,1.0,884,0,0,884,1,0,1,0,2,1,4,5,0,2.0,2,504,3.0,4.0,2,240,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
44,130250,CollgCr,0.0,9200,1,0.0,0,1,1,1,5,6,33,28,1,0.0,3,3,4.0,3.0,2.0,2.0,280,4.0,491,167,938,1,3,1,1.0,938,0,0,938,1,0,1,0,3,1,3,5,0,1.0,1,308,3.0,3.0,2,145,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
45,141000,NAmes,70.0,7945,1,0.0,1,1,1,1,5,6,47,47,1,0.0,3,3,3.0,3.0,0.0,5.0,179,4.0,506,465,1150,1,5,1,0.0,1150,0,0,1150,1,0,1,0,3,1,3,6,0,2.0,1,300,3.0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
46,319900,NridgHt,61.0,7658,1,0.0,1,1,1,1,9,5,5,5,1,412.0,5,3,5.0,3.0,0.0,6.0,456,1.0,0,1296,1752,1,5,1,1.0,1752,0,0,1752,1,0,2,0,2,1,5,6,1,2.0,2,576,3.0,3.0,2,196,82,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
47,239686,Mitchel,48.0,12822,1,0.0,0,1,1,1,7,5,6,6,1,0.0,4,3,5.0,3.0,0.0,6.0,1351,1.0,0,83,1434,1,5,1,1.0,1518,631,0,2149,1,0,1,1,1,1,4,6,1,2.0,2,670,3.0,3.0,2,168,43,0,0,198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,249700,Somerst,84.0,11096,1,0.0,1,1,1,1,8,5,1,1,1,0.0,4,3,4.0,3.0,2.0,6.0,24,1.0,0,1632,1656,1,5,1,1.0,1656,0,0,1656,0,0,2,0,3,1,4,7,0,2.0,3,826,3.0,3.0,2,0,146,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
49,113000,OldTown,33.0,4456,1,0.0,1,1,1,1,4,5,89,1,1,0.0,3,3,3.0,3.0,0.0,1.0,0,1.0,0,736,736,1,4,1,1.0,736,716,0,1452,0,0,2,0,2,3,3,8,0,0.0,0,0,0.0,0.0,0,0,0,102,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
